trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
192,False,"{'a': 0.2, 'e': 0.52}",25,0,-53.993849158936506,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
193,False,"{'a': 0.2, 'e': 0.5175000000000001}",25,19,12.423215489182764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.515}",25,0,-61.91579456126402,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
195,False,"{'a': 0.2, 'e': 0.5125}",25,7,-81.48391833440392,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
196,False,"{'a': 0.2, 'e': 0.51}",25,9,-40.40479189021291,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
197,False,"{'a': 0.2, 'e': 0.5075000000000001}",20,2,-64.29001025491645,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
198,False,"{'a': 0.2, 'e': 0.505}",20,5,-24.008387104156306,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.2, 'e': 0.5025}",20,0,-27.36338849770578,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.5}",20,0,-18.46222989540096,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
201,False,"{'a': 0.2, 'e': 0.49749999999999994}",20,7,-59.31820257385026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
202,False,"{'a': 0.2, 'e': 0.495}",20,0,-64.91516749973272,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
203,False,"{'a': 0.2, 'e': 0.49249999999999994}",20,9,5.363874898542156,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.49}",25,0,-40.030732178170226,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
205,False,"{'a': 0.2, 'e': 0.48750000000000004}",20,3,-39.71825590678482,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.485}",25,0,-3.4963990504319535,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
207,False,"{'a': 0.2, 'e': 0.48250000000000004}",25,7,-42.54286688789076,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
208,False,"{'a': 0.2, 'e': 0.48}",30,0,-36.69488990570879,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
209,False,"{'a': 0.2, 'e': 0.47750000000000004}",20,0,-40.6962075087927,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
210,False,"{'a': 0.2, 'e': 0.475}",25,0,-44.29893391680326,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
211,False,"{'a': 0.2, 'e': 0.47250000000000003}",30,0,-159.99365109137412,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 4}",1
212,False,"{'a': 0.2, 'e': 0.47}",20,14,12.13279969895193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.4675}",20,0,-111.59885189500426,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
214,False,"{'a': 0.2, 'e': 0.46499999999999997}",20,11,3.622151190449832,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.4625}",20,0,-64.2546453725484,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
216,False,"{'a': 0.2, 'e': 0.45999999999999996}",20,0,-70.29105434006914,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
217,False,"{'a': 0.2, 'e': 0.4575}",25,0,-76.09780887877183,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
218,False,"{'a': 0.2, 'e': 0.45499999999999996}",20,0,-47.98688708853721,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.2, 'e': 0.4525}",25,0,-7.625722289403841,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.44999999999999996}",30,7,-9.383637526679662,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.4475}",25,2,31.094473922377304,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.44499999999999995}",35,0,-68.92845498773649,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
223,False,"{'a': 0.2, 'e': 0.4425}",20,7,-18.639711928220613,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.43999999999999995}",25,6,-4.930441543021672,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.4375}",20,9,8.10252444483714,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.43499999999999994}",35,7,-31.48595989450378,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.4325}",25,9,-35.11747673866645,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
228,False,"{'a': 0.2, 'e': 0.42999999999999994}",30,2,11.014013398209281,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.4275}",20,11,-3.747258181937299,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.42499999999999993}",25,15,-27.979330326788627,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.2, 'e': 0.4225}",30,16,-24.936550130963973,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.2, 'e': 0.42000000000000004}",25,16,-1.4227086161736038,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.4175}",25,5,-32.13328023107227,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
234,False,"{'a': 0.2, 'e': 0.41500000000000004}",20,0,-14.710630121210631,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
235,False,"{'a': 0.2, 'e': 0.4125}",20,9,9.347141865657244,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.41000000000000003}",25,6,19.054830256984896,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.4075}",20,12,12.588214496926428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.405}",20,0,-16.74075907153356,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
239,False,"{'a': 0.2, 'e': 0.40249999999999997}",25,0,-52.11013697937928,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
240,False,"{'a': 0.2, 'e': 0.4}",35,10,40.75939113354728,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.39749999999999996}",30,0,-66.92568346834085,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
242,False,"{'a': 0.2, 'e': 0.395}",25,2,-68.42496562476757,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
243,False,"{'a': 0.2, 'e': 0.39249999999999996}",20,0,-1.0566474290713208,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.2, 'e': 0.39}",25,11,15.965477106378042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.38749999999999996}",25,0,6.620156176344384,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
246,False,"{'a': 0.2, 'e': 0.385}",25,4,-108.06706002596788,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 2}",1
247,False,"{'a': 0.2, 'e': 0.38249999999999995}",25,18,9.661386213139856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.38}",30,18,-19.463884279179354,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.37749999999999995}",20,11,6.192786162316516,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.375}",25,19,10.990633698791498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.37249999999999994}",20,4,14.130611859623396,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.37}",20,0,-40.73264143888154,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
253,False,"{'a': 0.2, 'e': 0.36749999999999994}",30,0,-78.459302774249,"{0: 24, 1: 3, 2: 0, 3: 1, 4: 2}",0
254,False,"{'a': 0.2, 'e': 0.365}",25,3,-41.41670010374138,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
255,False,"{'a': 0.2, 'e': 0.36249999999999993}",25,13,-0.11695660686299192,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.36}",20,13,13.486574348426435,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.35750000000000004}",25,17,-10.343222416221767,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.355}",20,9,5.510290359441174,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.35250000000000004}",20,13,13.33538759534063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.35}",25,16,-36.2672532768441,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.2, 'e': 0.34750000000000003}",35,11,-60.233138527108366,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
262,False,"{'a': 0.2, 'e': 0.345}",30,6,-35.58573327744176,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.3425}",30,13,2.289978774757578,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.33999999999999997}",30,6,-16.21267315709903,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.2, 'e': 0.3375}",20,6,-8.352111555599713,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.33499999999999996}",25,14,14.438059092615319,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.3325}",25,4,-35.26818326291861,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.32999999999999996}",20,0,4.678097418726187,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.2, 'e': 0.3275}",20,2,-4.633036535574122,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.32499999999999996}",20,6,12.025727044887434,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.3225}",20,15,9.277973842971752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.31999999999999995}",20,1,-3.7132287202229026,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.3175}",20,14,13.792389812833129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.31499999999999995}",25,7,9.369533977675841,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.3125}",20,5,29.11175015489735,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.30999999999999994}",20,12,13.164732512921933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.3075}",30,12,-20.27504385057644,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.30499999999999994}",25,1,-1.2435181561880808,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.3025}",20,0,18.916772553373686,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.2, 'e': 0.29999999999999993}",20,9,-3.2024598886719042,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.2975}",30,16,4.24365635988795,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.29500000000000004}",25,15,-0.23459463749499654,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.2925}",25,8,-52.176983889059535,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
284,False,"{'a': 0.2, 'e': 0.29000000000000004}",20,11,5.695384528682194,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.2875}",20,8,-6.383305731815775,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.28500000000000003}",20,5,1.3372137413419327,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.2825}",30,22,15.680534903531195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.28}",25,10,-46.85578238841668,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
289,False,"{'a': 0.2, 'e': 0.27749999999999997}",20,14,10.499741059995323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.275}",20,12,-48.48895077044336,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.2, 'e': 0.27249999999999996}",20,7,-44.81299083640995,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
292,False,"{'a': 0.2, 'e': 0.27}",25,10,16.432996400099253,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.26749999999999996}",35,21,17.613311298151736,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.265}",25,7,24.512274929143842,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.26249999999999996}",30,3,-34.401796155259824,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
296,False,"{'a': 0.2, 'e': 0.26}",20,15,12.379113866924378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.25749999999999995}",25,0,0.7480809721404371,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
298,False,"{'a': 0.2, 'e': 0.255}",20,8,12.217833685568214,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.25249999999999995}",25,6,22.063392305258784,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.25}",20,10,15.196529910951561,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.24749999999999994}",30,20,9.005447226860825,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.245}",25,13,-35.70741564221123,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
303,False,"{'a': 0.2, 'e': 0.24249999999999994}",20,13,14.37869810733319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.24}",30,17,21.971055082028347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.23749999999999993}",20,12,13.91771189278045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.235}",20,12,14.364396042529053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.23249999999999993}",20,8,13.273511493620399,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.22999999999999998}",25,15,16.18837614283259,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.22750000000000004}",30,9,27.016924030639213,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.22499999999999998}",20,9,-29.60930551433341,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.2, 'e': 0.22250000000000003}",25,13,9.546875813175022,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.21999999999999997}",35,23,-1.337306683611226,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.21750000000000003}",30,0,4.767373138957453,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
314,False,"{'a': 0.2, 'e': 0.21499999999999997}",25,19,11.466002005229612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.21250000000000002}",25,13,22.266134148295745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.20999999999999996}",20,0,-26.12038975810229,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
317,False,"{'a': 0.2, 'e': 0.20750000000000002}",20,16,5.8287790672025235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.20499999999999996}",25,14,18.933650547636347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.2025}",30,6,0.22761557209196526,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.2, 'e': 0.19999999999999996}",30,18,-21.650879508484767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.2, 'e': 0.1975}",25,9,12.76381356390362,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.19499999999999995}",25,20,7.18016100978759,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.1925}",35,8,6.705647646369524,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.18999999999999995}",20,8,23.964803890171883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.1875}",25,10,-27.07119197451212,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.2, 'e': 0.18499999999999994}",30,10,-9.461208293922622,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.2, 'e': 0.1825}",20,16,9.732844925413088,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.17999999999999994}",20,10,15.810660900324574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.1775}",25,15,18.32725251808895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.17499999999999993}",30,8,37.06986605801741,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.1725}",25,20,8.735446814391008,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.16999999999999993}",30,13,25.542257843329203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.16749999999999998}",25,17,17.187370148502428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.16500000000000004}",20,0,-18.01821710591822,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
335,False,"{'a': 0.2, 'e': 0.16249999999999998}",20,0,11.014712255190062,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
336,False,"{'a': 0.2, 'e': 0.16000000000000003}",20,13,14.253589538087866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.15749999999999997}",20,5,-11.649048424908784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.2, 'e': 0.15500000000000003}",20,10,20.74355431839127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.15249999999999997}",20,14,-0.47272883885322514,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.15000000000000002}",35,16,-16.572417961288235,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.2, 'e': 0.14749999999999996}",25,15,18.321683816374723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.14500000000000002}",20,14,11.311530597344927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.14249999999999996}",20,6,-6.9620254272819615,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.14}",30,19,18.072392679673325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.13749999999999996}",20,12,-13.495706870655026,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.135}",20,11,15.738417901041842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.13249999999999995}",30,17,27.733989053668104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.13}",25,0,36.121630403280626,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.2, 'e': 0.12749999999999995}",25,9,26.528204437619635,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.125}",25,11,22.366888764848913,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.12249999999999994}",20,3,22.94332271900631,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.12}",25,14,11.790417274947343,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.11749999999999994}",30,4,24.72078219506243,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.11499999999999999}",20,16,7.907804768868776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.11249999999999993}",20,9,20.01463671211418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.10999999999999999}",20,12,14.505407162153425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.10749999999999993}",30,16,9.89969406692109,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.10499999999999998}",20,15,-11.191363196933612,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.10250000000000004}",30,0,-6.854909947689077,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.2, 'e': 0.09999999999999998}",25,20,10.445455294311044,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.09750000000000003}",20,2,31.463628967423126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.09499999999999997}",20,7,2.300287999023073,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.09250000000000003}",35,9,39.699390391880115,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.08999999999999997}",30,7,21.733266168067058,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.08750000000000002}",20,9,10.277948523073707,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.08499999999999996}",20,9,17.47374717774629,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.08250000000000002}",20,13,13.348366510639476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.07999999999999996}",25,7,26.76756892697822,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.07750000000000001}",30,18,22.43326991389492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.07499999999999996}",30,4,-28.038855553721906,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
371,False,"{'a': 0.2, 'e': 0.07250000000000001}",25,13,24.993106749952265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.06999999999999995}",25,2,40.49909147957019,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.0675}",25,7,-9.668235090141557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.2, 'e': 0.06499999999999995}",20,10,20.41374635925751,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.0625}",20,10,16.469140899718813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.05999999999999994}",20,16,6.8226484844018405,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.057499999999999996}",20,14,11.467236230360143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.05499999999999994}",30,17,27.107726412637234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.05249999999999999}",20,6,26.54811313946325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.04999999999999993}",20,7,25.47255585923173,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
